AN_BASE,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_AVALIACAO,NM_GRAU_PROGRAMA,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,ANO_INICIO_PROGRAMA,NM_MODALIDADE_PROGRAMA,NM_REGIAO,SG_ENTIDADE_ENSINO_REDE,IN_REDE
2015,32010010003P9,ZOOTECNIA,GRADUATE PROGRAM IN ANIMAL SCIENCE,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,MG,DIAMANTINA,3,2008,ACADÊMICO,SUDESTE,NA,NÃO
2015,32010010004P5,QUÍMICA,POSTGRADUATE PROGRAM IN CHEMISTRY - UFVJM,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,MESTRADO,MG,DIAMANTINA,3,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,32010010005P1,CIÊNCIA FLORESTAL,FORESTRY SCIENCE,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,DIAMANTINA,4,2010,ACADÊMICO,SUDESTE,NA,NÃO
2015,32010010006P8,ODONTOLOGIA,-,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,MG,DIAMANTINA,4,2010,ACADÊMICO,SUDESTE,NA,NÃO
2015,33001014049P2,PROFISSIONAL EM EDUCAÇÃO,PROFESSIONAL MASTER'S IN EDUCATION,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO PROFISSIONAL,SP,SÃO CARLOS,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33001014050P0,PLANEJAMENTO E USO DE RECURSOS RENOVÁVEIS,PLANNING AND USE OF RENEWABLE RESOURCES,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO,SP,SOROCABA,4,2014,ACADÊMICO,SUDESTE,NA,NÃO
2015,33001014051P7,PRODUÇÃO VEGETAL E BIOPROCESSOS ASSOCIADOS,PLANT PRODUCTION AND ASSOCIATE BIOPROCESSES,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO,SP,SÃO CARLOS,3,2014,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002010001P6,EDUCAÇÃO,EDUCATION,USP,UNIVERSIDADE DE SÃO PAULO,ESTADUAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,SP,SÃO PAULO,6,1971,ACADÊMICO,SUDESTE,NA,NÃO
2015,33003017028P8,TECNOLOGIA DE ALIMENTOS,FOOD TECHNOLOGY,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,SP,CAMPINAS,6,1969,ACADÊMICO,SUDESTE,NA,NÃO
2015,33003017029P4,ENGENHARIA DE ALIMENTOS,FOOD ENGINEERING,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,SP,CAMPINAS,7,1969,ACADÊMICO,SUDESTE,NA,NÃO
2015,33003017030P2,LINGÜÍSTICA,GRADUATE PROGRAM ON LINGUISTICS,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,ESTADUAL,PÚBLICO,NÃO INFORMADO,"LINGÜÍSTICA, LETRAS E ARTES",LINGÜÍSTICA,LETRAS / LINGUÍSTICA,MESTRADO/DOUTORADO,SP,CAMPINAS,7,1971,ACADÊMICO,SUDESTE,NA,NÃO
2015,51002019006P9,CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA,ENVIRONMENTAL SCIENCES AND SUSTAINABILITY AGRICULTURE,UCDB,UNIVERSIDADE CATÓLICA DOM BOSCO,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO/DOUTORADO,MS,CAMPO GRANDE,4,2012,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51003015001P3,MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL,ENVIRONMENT AND REGIONAL DEVELOPMENT,UNIDERP,UNIVERSIDADE ANHANGUERA,PARTICULAR,PRIVADO,NÃO INFORMADO,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO/DOUTORADO,MS,CAMPO GRANDE,4,2002,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51003015002P0,PRODUÇÃO E GESTÃO AGROINDUSTRIAL,AGRO INDUSTRY PRODUCTION AND MANAGEMENT,UNIDERP,UNIVERSIDADE ANHANGUERA,PARTICULAR,PRIVADO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO PROFISSIONAL,MS,CAMPO GRANDE,3,2002,PROFISSIONAL,CENTRO-OESTE,NA,NÃO
2015,51004011001P0,AGRONOMIA,AGRONOMY,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MS,DOURADOS,4,2009,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011002P6,RECURSOS NATURAIS,NATURAL RESOURCES,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO,MS,DOURADOS,3,2010,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011003P2,ZOOTECNIA,ANIMMAL SCIENCE,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,MS,DOURADOS,3,2011,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011004P9,EDUCAÇÃO,EDUCATION,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO,MS,PARANAÍBA,3,2011,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011005P5,LETRAS,MASTER OF ARTS,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,"LINGÜÍSTICA, LETRAS E ARTES",LETRAS,LETRAS / LINGUÍSTICA,MESTRADO,MS,CAMPO GRANDE,3,2011,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011006P1,EDUCAÇÃO,PROFESSIONAL MASTER'S IN EDUCATION,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO PROFISSIONAL,MS,CAMPO GRANDE,3,2013,PROFISSIONAL,CENTRO-OESTE,NA,NÃO
2015,51004011007P8,AGRONOMIA - SUSTENTABILIDADE NA AGRICULLTURA,AGRONOMY - SUSTAINABILITY IN AGRICULTURE,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO,MS,CASSILÂNDIA,3,2013,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011008P4,RECURSOS NATURAIS,NATURAL RESOURCES,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,DOUTORADO,MS,DOURADOS,4,2013,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011009P0,ENSINO EM SAÚDE,HEATLH TEACHING,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO PROFISSIONAL,MS,DOURADOS,3,2014,PROFISSIONAL,CENTRO-OESTE,NA,NÃO
2015,51004011010P9,DESENVOLVIMENTO REGIONAL E DE SISTEMAS PRODUTIVOS,MASTER'S DEGREE IN REGIONAL DEVELOPMENT AND PRODUCTION SYSTEMS,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO,MS,PONTA PORÃ,3,2014,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51004011070P1,EDUCAÇÃO CIENTÍFICA E MATEMÁTICA,SCIENCE EDUCATION AND MATHEMATICS,UEMS,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,ESTADUAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO PROFISSIONAL,MS,DOURADOS,3,2015,PROFISSIONAL,CENTRO-OESTE,NA,NÃO
2015,51005018001P6,AGRONOMIA,GRADUATE PROGRAM IN AGRONOMY,UFGD,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MS,DOURADOS,5,1994,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,51005018002P2,HISTÓRIA,.POST-GRADUATION PROGRAM IN HISTORY,UFGD,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,MESTRADO/DOUTORADO,MS,DOURADOS,4,1999,ACADÊMICO,CENTRO-OESTE,NA,NÃO
2015,41001010043P0,"BIOLOGIA DE FUNGOS, ALGAS E PLANTAS","BIOLOGY OF FUNGI, ALGAE AND PLANTS",UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BIODIVERSIDADE,MESTRADO,SC,FLORIANÓPOLIS,3,1999,ACADÊMICO,SUL,NA,NÃO
2015,41001010044P7,FARMÁCIA,POST-GRADUATE PROGRAMME IN PHARMACY,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,MESTRADO/DOUTORADO,SC,FLORIANÓPOLIS,5,1999,ACADÊMICO,SUL,NA,NÃO
2015,41001010046P0,ENGENHARIA DE ALIMENTOS,GRADUATE PROGRAM IN FOOD ENGINEERING,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,SC,FLORIANÓPOLIS,6,1999,ACADÊMICO,SUL,NA,NÃO
2015,42001013106P1,CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA,POST-GRADUATION PROGRAMM IN HEALTH SCIENCES: GYNECOLOGY AND OBSTETRICS,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA III,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,4,2014,ACADÊMICO,SUL,NA,NÃO
2015,42001013107P8,PSICANÁLISE: CLÍNICA E CULTURA,PSYCHOANALYSIS: CLINIC AND CULTURE,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,MESTRADO,RS,PORTO ALEGRE,3,2015,ACADÊMICO,SUL,NA,NÃO
2015,42001013156P9,POLÍTICAS PÚBLICAS,POSTGRADUATE PROGRAM IN PUBLIC POLICY,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO/DOUTORADO,RS,PORTO ALEGRE,5,2015,ACADÊMICO,SUL,NA,NÃO
2015,42001013157P5,ALIMENTOS DE ORIGEM ANIMAL,ANIMAL ORIGIN PRODUTCS POST-GRADUATE PROGRAM,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA,MESTRADO PROFISSIONAL,RS,PORTO ALEGRE,3,2015,PROFISSIONAL,SUL,NA,NÃO
2015,42002010001P5,EDUCAÇÃO,POST GRADUATE PROGRAM COURSE EDUCATION,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,RS,SANTA MARIA,5,1970,ACADÊMICO,SUL,NA,NÃO
2015,42002010002P1,FILOSOFIA,GRADUATE PROGRAM IN PHILOSOPHY,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA / TEOLOGIA:SUBCOMISSÃO FILOSOFIA,MESTRADO/DOUTORADO,RS,SANTA MARIA,4,1973,ACADÊMICO,SUL,NA,NÃO
2015,42002010003P8,ENGENHARIA ELÉTRICA,GRADUATE PROGRAM IN ELECTRICAL ENGINEERING,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,RS,SANTA MARIA,6,1974,ACADÊMICO,SUL,NA,NÃO
2015,42002010004P4,ENGENHARIA DE PRODUÇÃO,PRODUCTION ENGINEERING POSTGRADUATE PROGRAM,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO,RS,SANTA MARIA,3,1974,ACADÊMICO,SUL,NA,NÃO
2015,42002010007P3,AGRONOMIA,POSTGRADUATE PROGRAM IN AGRONOMY,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,RS,SANTA MARIA,5,1971,ACADÊMICO,SUL,NA,NÃO
2015,42002010008P0,ENGENHARIA AGRÍCOLA,GRADUATE PROGRAM IN AGRICULTURAL ENGINEERING,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ENGENHARIA AGRÍCOLA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,RS,SANTA MARIA,4,1972,ACADÊMICO,SUL,NA,NÃO
2015,42002010009P6,EXTENSÃO RURAL,RURAL EXTENSION POSGRADUATE PROGRAM,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,RS,SANTA MARIA,4,1975,ACADÊMICO,SUL,NA,NÃO
2015,32001010085P6,INOVAÇÃO TECNOLÓGICA E PROPRIEDADE INTELECTUAL,TECHNOLOGICAL INNOVATION AND INTELLECTUAL PROPERTY,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,FISIOLOGIA,CIÊNCIAS BIOLÓGICAS II,MESTRADO PROFISSIONAL,MG,BELO HORIZONTE,5,2009,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32001010086P2,GEOTECNIA E TRANSPORTES,CURSO DE MESTRADO EM GEOTECNIA E TRANSPORTES,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIAS I,MESTRADO,MG,BELO HORIZONTE,3,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010088P5,MEDICINA MOLECULAR,MOLECULAR MEDICINE,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,MESTRADO/DOUTORADO,MG,BELO HORIZONTE,5,2011,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010089P1,ZOOLOGIA,GRADUATE PROGRAM IN ZOOLOGY - UFMG,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,BIODIVERSIDADE,MESTRADO/DOUTORADO,MG,BELO HORIZONTE,4,2011,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010090P0,PROMOÇÃO DE SAÚDE E PREVENÇÃO DA VIOLÊNCIA,HEALTH PROMOTION AND PREVENTION OF VIOLENCE,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,MESTRADO PROFISSIONAL,MG,BELO HORIZONTE,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32001010091P6,MEDICAMENTOS E ASSISTÊNCIA FARMACÊUTICA,GRADUATE PROGRAM IN MEDICINES AND PHARMACEUTICAL ASSISTANCE.,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,MESTRADO/DOUTORADO,MG,BELO HORIZONTE,4,2012,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010093P9,ANÁLISES CLÍNICAS E TOXICOLÓGICAS,POST GRADUATE PROGRAM ON CLINICAL AND TOXICOLOGICAL ANALYSIS,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,MESTRADO/DOUTORADO,MG,BELO HORIZONTE,4,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010094P5,CIÊNCIAS FONOAUDIOLÓGICAS,"SPEECH, LANGUAGE AND HEARING SCIENCES",UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,FONOAUDIOLOGIA,EDUCAÇÃO FÍSICA,MESTRADO,MG,BELO HORIZONTE,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010095P1,MICROBIOLOGIA APLICADA,APPLIED MICROBIOLOGY,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,MICROBIOLOGIA,CIÊNCIAS BIOLÓGICAS III,MESTRADO PROFISSIONAL,MG,BELO HORIZONTE,5,2014,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32001010096P8,ODONTOLOGIA EM SAÚDE PÚBLICA,PROFESSIONAL MASTER OF PUBLIC HEALTH DENTISTRY,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO PROFISSIONAL,MG,BELO HORIZONTE,4,2014,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32001010097P4,EDUCAÇÃO E DOCÊNCIA,EDUCATION AND TEACHING,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO PROFISSIONAL,MG,BELO HORIZONTE,5,2014,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32001010098P0,PRODUÇÃO ANIMAL,ANIMAL PRODUCTION,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO,MG,MONTES CLAROS,4,2014,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010099P7,NUTRIÇÃO E SAÚDE,HEALTH AND NUTRITION,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,NUTRIÇÃO,NUTRIÇÃO,MESTRADO,MG,BELO HORIZONTE,3,2014,ACADÊMICO,SUDESTE,NA,NÃO
2015,32001010100P5,"SOCIEDADE, AMBIENTE E TERRITÓRIO","SOCIETY, ENVIRONMENT AND TERRITORY",UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO,MG,BELO HORIZONTE,3,2015,ACADÊMICO,SUDESTE,UNIMONTES,SIM
2015,32002017001P3,FITOTECNIA (PRODUÇÃO VEGETAL),CROP SCIENCE,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,VIÇOSA,6,1961,ACADÊMICO,SUDESTE,NA,NÃO
2015,32002017002P0,AGRONOMIA (FITOPATOLOGIA),GRADUATE PROGRAM IN PLANT PATHOLOGY,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,VIÇOSA,7,1977,ACADÊMICO,SUDESTE,NA,NÃO
2015,32002017003P6,MICROBIOLOGIA AGRÍCOLA,AGRICULTURAL MICROBIOLOGY,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,VIÇOSA,6,1970,ACADÊMICO,SUDESTE,NA,NÃO
2015,32002017004P2,GENÉTICA E MELHORAMENTO,GENETICS AND BREEDING,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,VIÇOSA,6,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,32002017005P9,CIÊNCIAS AGRÁRIAS (FISIOLOGIA VEGETAL),PLANT PHYSIOLOGY,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,VIÇOSA,7,1970,ACADÊMICO,SUDESTE,NA,NÃO
2015,42041015006P4,DIVERSIDADE CULTURAL E INCLUSÃO SOCIAL,CULTURAL DIVERSITY AND SOCIAL INCLUSION,FEEVALE,UNIVERSIDADE FEEVALE,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO/DOUTORADO,RS,NOVO HAMBURGO,4,2013,ACADÊMICO,SUL,NA,NÃO
2015,42041015007P0,INDÚSTRIA CRIATIVA,MASTER COURSE IN CREATIVE INDUSTRIES,FEEVALE,UNIVERSIDADE FEEVALE,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,RS,NOVO HAMBURGO,3,2014,PROFISSIONAL,SUL,NA,NÃO
2015,42041015008P7,LETRAS,PROFESSIONAL MASTER'S DEGREE IN LETTERS,FEEVALE,UNIVERSIDADE FEEVALE,PARTICULAR,PRIVADO,UNIVERSIDADE,"LINGÜÍSTICA, LETRAS E ARTES",LETRAS,LETRAS / LINGUÍSTICA,MESTRADO PROFISSIONAL,RS,NOVO HAMBURGO,3,2015,PROFISSIONAL,SUL,NA,NÃO
